import time: self [us] | cumulative | imported package
import time:       327 |        327 |                                               sympy.printing.dot
import time:       481 |        481 |                                               sympy.printing.maple
import time:       523 |      62102 |                                             sympy.printing
import time:       354 |      62456 |                                           sympy.printing.defaults
import time:       406 |        406 |                                           sympy.utilities.magic
import time:       815 |      64876 |                                         sympy.polys.rings
import time:       402 |      71175 |                                       sympy.polys.specialpolys
import time:       364 |      71539 |                                     sympy.polys.polyfuncs
import time:       567 |        567 |                                           sympy.polys.puiseux
import time:       646 |       1212 |                                         sympy.polys.ring_series
import time:      1256 |       1256 |                                         sympy.polys.rootoftools
import time:       546 |       3013 |                                       sympy.polys.numberfields.minpoly
import time:       494 |        494 |                                       sympy.polys.numberfields.subfield
import time:       490 |        490 |                                               sympy.polys.matrices.exceptions
import time:       317 |        317 |                                               sympy.polys.matrices.domainscalar
import time:       398 |        398 |                                                   sympy.polys.matrices._typing
import time:       462 |        860 |                                                 sympy.polys.matrices.dense
import time:       428 |        428 |                                                 sympy.polys.matrices.lll
import time:       589 |        589 |                                                 sympy.polys.matrices.sdm
import time:       370 |        370 |                                                 sympy.polys.matrices.dfm
import time:       577 |       2822 |                                               sympy.polys.matrices.ddm
import time:       350 |        350 |                                               sympy.polys.matrices.rref
import time:       738 |       4715 |                                             sympy.polys.matrices.domainmatrix
import time:       308 |       5022 |                                           sympy.polys.matrices
import time:        23 |       5045 |                                         sympy.polys.matrices.exceptions
import time:       575 |        575 |                                           sympy.printing.numpy
import time:       641 |       1216 |                                         sympy.printing.lambdarepr
import time:       424 |       6683 |                                       sympy.polys.numberfields.utilities
import time:       376 |        376 |                                           sympy.polys.matrices.normalforms
import time:       373 |        373 |                                           sympy.polys.numberfields.exceptions
import time:       771 |       1520 |                                         sympy.polys.numberfields.modules
import time:       411 |       1930 |                                       sympy.polys.numberfields.basis
import time:       471 |        471 |                                       sympy.polys.numberfields.primes
import time:       489 |        489 |                                         sympy.polys.numberfields.galois_resolvents
import time:       456 |        944 |                                       sympy.polys.numberfields.galoisgroups
import time:       466 |      13999 |                                     sympy.polys.numberfields
import time:       523 |        523 |                                         sympy.matrices.exceptions
import time:       502 |        502 |                                         sympy.matrices.kind
import time:       353 |        353 |                                             sympy.matrices.utilities
import time:       390 |        390 |                                             sympy.matrices.determinant
import time:       483 |       1225 |                                           sympy.matrices.decompositions
import time:       814 |        814 |                                                 sympy.tensor.indexed
import time:       394 |        394 |                                                 sympy.tensor.index_methods
import time:       473 |        473 |                                                 sympy.tensor.functions
import time:       662 |        662 |                                                       sympy.tensor.array.ndim_array
import time:       367 |       1028 |                                                     sympy.tensor.array.mutable_ndim_array
import time:       610 |       1638 |                                                   sympy.tensor.array.dense_ndim_array
import time:       500 |        500 |                                                   sympy.tensor.array.sparse_ndim_array
import time:       437 |        437 |                                                   sympy.tensor.array.arrayop
import time:       514 |        514 |                                                   sympy.tensor.array.array_comprehension
import time:       445 |       3533 |                                                 sympy.tensor.array
import time:       661 |       5873 |                                               sympy.tensor
import time:        17 |       5889 |                                             sympy.tensor.array
import time:       438 |        438 |                                             sympy.matrices.reductions
import time:       416 |        416 |                                                           sympy.polys.agca.ideals
import time:       613 |       1029 |                                                         sympy.polys.agca.modules
import time:       643 |       1671 |                                                       sympy.polys.agca.homomorphisms
import time:       331 |       2001 |                                                     sympy.polys.agca
import time:       443 |       2444 |                                                   sympy.polys.agca.extensions
import time:       388 |       2832 |                                                 sympy.polys.matrices.eigen
import time:       530 |       3362 |                                               sympy.matrices.eigen
import time:       400 |       3761 |                                             sympy.matrices.solvers
import time:       424 |        424 |                                             sympy.matrices.inverse
import time:       536 |        536 |                                             sympy.matrices.subspaces
import time:       317 |        317 |                                             sympy.matrices.graph
import time:      1251 |      12614 |                                           sympy.matrices.matrixbase
import time:       515 |        515 |                                           sympy.matrices.repmatrix
import time:       460 |      14812 |                                         sympy.matrices.dense
import time:       415 |        415 |                                         sympy.matrices.sparse
import time:       363 |        363 |                                         sympy.matrices.sparsetools
import time:       394 |        394 |                                                       sympy.strategies.util
import time:       539 |        932 |                                                     sympy.strategies.rl
import time:       315 |        315 |                                                       sympy.strategies.core
import time:       290 |        604 |                                                     sympy.strategies.traverse
import time:       262 |        262 |                                                     sympy.strategies.tools
import time:       301 |        301 |                                                         sympy.strategies.branch.core
import time:       378 |        679 |                                                       sympy.strategies.branch.traverse
import time:       247 |        247 |                                                       sympy.strategies.branch.tools
import time:       314 |       1239 |                                                     sympy.strategies.branch
import time:       446 |       3481 |                                                   sympy.strategies
import time:       278 |        278 |                                                   sympy.matrices.expressions._shape
import time:       651 |        651 |                                                       sympy.matrices.expressions.special
import time:       364 |       1014 |                                                     sympy.matrices.expressions.matpow
import time:       354 |       1368 |                                                   sympy.matrices.expressions.inverse
import time:       433 |        433 |                                                   sympy.matrices.expressions.transpose
import time:       499 |        499 |                                                   sympy.matrices.expressions.permutation
import time:       858 |       6914 |                                                 sympy.matrices.expressions.matmul
import time:       499 |        499 |                                                 sympy.matrices.expressions.matadd
import time:       559 |        559 |                                                 sympy.matrices.expressions.determinant
import time:      2053 |      10023 |                                               sympy.matrices.expressions.matexpr
import time:       476 |      10498 |                                             sympy.matrices.expressions.slice
import time:       536 |        536 |                                               sympy.matrices.expressions.trace
import time:       838 |       1373 |                                             sympy.matrices.expressions.blockmatrix
import time:       433 |        433 |                                             sympy.matrices.expressions.companion
import time:       410 |        410 |                                             sympy.matrices.expressions.funcmatrix
import time:       444 |        444 |                                             sympy.matrices.expressions.adjoint
import time:       555 |        555 |                                             sympy.matrices.expressions.hadamard
import time:       559 |        559 |                                             sympy.matrices.expressions.diagonal
import time:       374 |        374 |                                             sympy.matrices.expressions.dotproduct
import time:       493 |        493 |                                             sympy.matrices.expressions.kronecker
import time:       447 |        447 |                                             sympy.matrices.expressions.sets
import time:       547 |      16129 |                                           sympy.matrices.expressions
import time:       839 |      16968 |                                         sympy.matrices.immutable
import time:       512 |      34092 |                                       sympy.matrices
import time:       457 |      34548 |                                     sympy.polys.partfrac
import time:      1175 |       1175 |                                     sympy.polys.fields
import time:       517 |     147122 |                                   sympy.polys
import time:      1244 |       1244 |                                     sympy.series.order
import time:       449 |        449 |                                           sympy.calculus.euler
import time:       419 |        419 |                                           sympy.calculus.singularities
import time:       441 |        441 |                                           sympy.calculus.finite_diff
import time:       755 |        755 |                                             sympy.calculus.accumulationbounds
import time:       475 |       1229 |                                           sympy.calculus.util
import time:       414 |       2950 |                                         sympy.calculus
import time:        23 |       2973 |                                       sympy.calculus.accumulationbounds
import time:       610 |        610 |                                       sympy.series.gruntz
import time:      1505 |       5088 |                                     sympy.series.limits
import time:       377 |        377 |                                     sympy.series.series
import time:       397 |        397 |                                     sympy.series.approximants
import time:       350 |        350 |                                     sympy.series.residues
import time:       919 |        919 |                                     sympy.series.sequences
import time:       445 |        445 |                                       sympy.series.series_class
import time:       537 |        981 |                                     sympy.series.fourier
import time:       499 |        499 |                                           sympy.discrete.transforms
import time:       398 |        398 |                                           sympy.discrete.convolutions
import time:       439 |       1335 |                                         sympy.discrete
import time:        24 |       1358 |                                       sympy.discrete.convolutions
import time:       956 |       2313 |                                     sympy.series.formal
import time:       409 |        409 |                                     sympy.series.limitseq
import time:      1008 |      13082 |                                   sympy.series
import time:       532 |        532 |                                         sympy.concrete.expr_with_limits
import time:       689 |       1220 |                                       sympy.concrete.expr_with_intlimits
import time:       364 |        364 |                                         sympy.concrete.gosper
import time:       429 |        429 |                                               sympy.integrals.rationaltools
import time:       362 |        362 |                                               sympy.integrals.deltafunctions
import time:       778 |        778 |                                               sympy.integrals.meijerint
import time:       450 |        450 |                                               sympy.integrals.trigonometry
import time:       778 |       2795 |                                             sympy.integrals.integrals
import time:       369 |        369 |                                                     sympy.polys.domainmatrix
import time:       456 |        825 |                                                   sympy.polys.solvers
import time:       433 |       1257 |                                                 sympy.polys.matrices.linsolve
import time:      1001 |       2258 |                                               sympy.integrals.laplace
import time:      1857 |       4115 |                                             sympy.integrals.transforms
import time:       409 |        409 |                                             sympy.integrals.singularityfunctions
import time:       415 |       7732 |                                           sympy.integrals
import time:        17 |       7749 |                                         sympy.integrals.integrals
import time:      1569 |       9681 |                                       sympy.concrete.summations
import time:       553 |      11453 |                                     sympy.concrete.products
import time:       380 |      11833 |                                   sympy.concrete
import time:       539 |        539 |                                         sympy.simplify.gammasimp
import time:       417 |        956 |                                       sympy.simplify.combsimp
import time:       337 |        337 |                                       sympy.simplify.cse_opts
import time:       439 |        439 |                                         sympy.simplify.powsimp
import time:      1271 |       1709 |                                       sympy.simplify.hyperexpand
import time:       485 |        485 |                                         sympy.simplify.sqrtdenest
import time:       926 |       1411 |                                       sympy.simplify.radsimp
import time:       499 |        499 |                                         sympy.simplify.cse_main
import time:       366 |        366 |                                         sympy.strategies.tree
import time:       553 |       1416 |                                       sympy.simplify.trigsimp
import time:       826 |       6653 |                                     sympy.simplify.simplify
import time:       604 |        604 |                                     sympy.simplify.fu
import time:       401 |        401 |                                     sympy.simplify.epathtools
import time:       382 |        382 |                                     sympy.simplify.ratsimp
import time:       444 |       8482 |                                   sympy.simplify
import time:       627 |        627 |                                       sympy.solvers.polysys
import time:       423 |        423 |                                       sympy.solvers.bivariate
import time:       874 |       1923 |                                     sympy.solvers.solvers
import time:      1228 |       1228 |                                           sympy.solvers.solveset
import time:      1109 |       2337 |                                         sympy.solvers.diophantine.diophantine
import time:       420 |       2756 |                                       sympy.solvers.diophantine
import time:        19 |       2775 |                                     sympy.solvers.diophantine.diophantine
import time:       473 |        473 |                                     sympy.solvers.recurr
import time:       398 |        398 |                                         sympy.solvers.deutils
import time:       865 |        865 |                                           sympy.solvers.ode.riccati
import time:       928 |        928 |                                           sympy.solvers.ode.hypergeometric
import time:       801 |        801 |                                             sympy.solvers.ode.subscheck
import time:       962 |       1763 |                                           sympy.solvers.ode.nonhomogeneous
import time:      1005 |       1005 |                                             sympy.solvers.pde
import time:      1085 |       2090 |                                           sympy.solvers.ode.lie_group
import time:      1585 |       7230 |                                         sympy.solvers.ode.single
import time:       972 |       8598 |                                       sympy.solvers.ode.ode
import time:      1177 |       1177 |                                       sympy.solvers.ode.systems
import time:       424 |      10199 |                                     sympy.solvers.ode
import time:       834 |        834 |                                     sympy.solvers.inequalities
import time:       668 |        668 |                                     sympy.solvers.decompogen
import time:       819 |        819 |                                     sympy.solvers.simplex
import time:       484 |      18171 |                                   sympy.solvers
import time:       618 |        618 |                                       sympy.geometry.exceptions
import time:      5242 |       5242 |                                         sympy.sets.handlers.intersection
import time:      2761 |       2761 |                                         sympy.sets.handlers.union
import time:      1856 |       9858 |                                       sympy.geometry.entity
import time:      1348 |      11823 |                                     sympy.geometry.point
import time:       922 |        922 |                                       sympy.geometry.util
import time:      2115 |       3037 |                                     sympy.geometry.line
import time:      1026 |       1026 |                                     sympy.geometry.plane
import time:      1312 |       1312 |                                       sympy.geometry.polygon
import time:      1170 |       2482 |                                     sympy.geometry.ellipse
import time:       793 |        793 |                                     sympy.geometry.curve
import time:       794 |        794 |                                     sympy.geometry.parabola
import time:       912 |      20864 |                                   sympy.geometry
import time:      1336 |       1336 |                                     sympy.parsing.sympy_parser
import time:       723 |       2059 |                                   sympy.parsing
import time:      1154 |       1154 |                                     sympy.algebras.quaternion
import time:       637 |       1791 |                                   sympy.algebras
import time:       612 |        612 |                                         sympy.plotting.backends
import time:       647 |        647 |                                           sympy.plotting.utils
import time:       631 |        631 |                                               sympy.plotting.intervalmath.interval_membership
import time:       860 |       1490 |                                             sympy.plotting.intervalmath.interval_arithmetic
import time:       733 |        733 |                                             sympy.plotting.intervalmath.lib_interval
import time:       805 |       3028 |                                           sympy.plotting.intervalmath
import time:      1691 |       5365 |                                         sympy.plotting.series
import time:       916 |       6892 |                                       sympy.plotting.backends.base_backend
import time:       949 |        949 |                                         sympy.plotting.backends.matplotlibbackend.matplotlib
import time:       634 |       1582 |                                       sympy.plotting.backends.matplotlibbackend
import time:       543 |        543 |                                           sympy.plotting.textplot
import time:       826 |       1369 |                                         sympy.plotting.backends.textbackend.text
import time:       652 |       2020 |                                       sympy.plotting.backends.textbackend
import time:       601 |        601 |                                       sympy.plotting.plotgrid
import time:      1068 |      12161 |                                     sympy.plotting.plot
import time:       569 |        569 |                                     sympy.plotting.plot_implicit
import time:       762 |        762 |                                     sympy.plotting.pygletplot
import time:       910 |      14401 |                                   sympy.plotting
import time:      1499 |       1499 |                                     sympy.interactive.printing
import time:       749 |        749 |                                     sympy.interactive.session
import time:       631 |        631 |                                     sympy.interactive.traversal
import time:       689 |       3567 |                                   sympy.interactive
import time:      1399 |     311497 |                                 sympy
import time:      1861 |       1861 |                                 torch.fx.experimental.recording
import time:    180016 |     180016 |                                   torch.utils._sympy
import time:      1276 |       1276 |                                   torch.utils._sympy.numbers
import time:      6771 |     188061 |                                 torch.utils._sympy.functions
import time:     21189 |      21189 |                                 torch.utils._sympy.printers
import time:      1905 |       1905 |                                 torch.utils._sympy.singleton_int
import time:       968 |        968 |                                 torch.utils._sympy.solve
import time:      1211 |       1211 |                                 torch.utils._sympy.symbol
import time:      1260 |       1260 |                                   torch.utils._sympy.interp
import time:      2424 |       3684 |                                 torch.utils._sympy.value_ranges
import time:       999 |        999 |                                 torch.fx.experimental._size_hinting
import time:     16239 |     547610 |                               torch.fx.experimental.symbolic_shapes
import time:    108803 |     656413 |                             torch.distributed.tensor._collective_utils
import time:      1693 |       1693 |                             torch.distributed.tensor._ops._mask_buffer
import time:      1857 |     687842 |                           torch.distributed.tensor.placement_types
import time:      1385 |     689227 |                         torch.distributed.tensor._dtensor_spec
import time:      1040 |       1040 |                           torch.utils._cxx_pytree
import time:      3203 |       4243 |                         torch.distributed.tensor._op_schema
import time:       836 |        836 |                           torch.distributed.tensor.device_mesh
import time:      2301 |       3136 |                         torch.distributed.tensor._ops.single_dim_strategy
import time:      1664 |       1664 |                               torch.distributed.tensor._random
import time:      1009 |       1009 |                                 torch.distributed.tensor._utils
import time:       995 |       2004 |                               torch.distributed.tensor._nonlinear_redux
import time:      3535 |       3535 |                               torch.distributed.tensor._redistribute
import time:       919 |        919 |                                 torch.distributed.tensor._decompositions
import time:      1157 |       2075 |                               torch.distributed.tensor._sharding_prop
import time:       874 |        874 |                               torch.distributed.tensor._tp_conv
import time:       880 |        880 |                               torch.utils._cxx_pytree
import time:      1253 |      12283 |                             torch.distributed.tensor._dispatch
import time:      2960 |      15242 |                           torch.distributed.tensor._api
import time:      1071 |      16313 |                         torch.distributed.tensor._ops.utils
import time:       586 |     713503 |                       torch.distributed.tensor._ops._conv_ops
import time:       858 |        858 |                       torch.distributed.tensor._ops._embedding_ops
import time:      4638 |       4638 |                       torch.distributed.tensor._ops._math_ops
import time:      1600 |       1600 |                         torch.distributed.tensor._ops._einsum_strategy
import time:      1339 |       2939 |                       torch.distributed.tensor._ops._matrix_ops
import time:     31292 |      31292 |                       torch.distributed.tensor._ops._pointwise_ops
import time:      1417 |       1417 |                       torch.distributed.tensor._ops._random_ops
import time:      1775 |       1775 |                       torch.distributed.tensor._ops._tensor_ops
import time:      3477 |       3477 |                       torch.distributed.tensor._ops._view_ops
import time:       973 |        973 |                       torch.distributed.tensor._ops.autogen
import time:     86358 |     847228 |                     torch.distributed.tensor._ops
import time:       469 |     847697 |                   torch.distributed.tensor
import time:       562 |     848258 |                 transformers.distributed.sharding_utils
import time:      3726 |       3726 |                     transformers.utils.quantization_config
import time:       839 |        839 |                     transformers.distributed.tensor_parallel
import time:       511 |        511 |                             torch.distributed._composable_state
import time:       711 |       1221 |                           torch.distributed._composable.contract
import time:       586 |       1807 |                         torch.distributed._composable.checkpoint_activation
import time:       547 |        547 |                         torch.distributed._composable.replicate
import time:       586 |       2939 |                       torch.distributed._composable
import time:       379 |        379 |                               torch.distributed.algorithms._checkpoint
import time:       813 |       1192 |                             torch.distributed.algorithms._checkpoint.checkpoint_wrapper
import time:      2471 |       2471 |                             torch.distributed.fsdp.api
import time:       749 |       4410 |                           torch.distributed.fsdp._common_utils
import time:       486 |        486 |                             torch.testing._internal.distributed
import time:       527 |       1012 |                           torch.testing._internal.distributed.fake_pg
import time:       340 |        340 |                                         torch.distributed._shard.common_op_utils
import time:       375 |        715 |                                       torch.distributed._shard.op_registry_utils
import time:       556 |        556 |                                           torch.distributed._shard.metadata
import time:       879 |        879 |                                             torch.distributed._shard.sharded_tensor.metadata
import time:       407 |        407 |                                             torch.distributed._shard.sharding_spec._internals
import time:       900 |       2185 |                                           torch.distributed._shard.sharding_spec.api
import time:       388 |        388 |                                             torch.distributed._shard._utils
import time:       558 |        558 |                                             torch.distributed._shard.sharded_tensor.shard
import time:       624 |        624 |                                             torch.distributed._shard.sharded_tensor.utils
import time:       791 |       2360 |                                           torch.distributed._shard.sharding_spec.chunk_sharding_spec
import time:       492 |       5592 |                                         torch.distributed._shard.sharding_spec
import time:       889 |        889 |                                               torch.distributed.nn.functional
import time:       396 |       1284 |                                             torch.distributed.nn
import time:        12 |       1295 |                                           torch.distributed.nn.functional
import time:       521 |       1816 |                                         torch.distributed._shard.sharded_tensor.reshard
import time:       998 |       8404 |                                       torch.distributed._shard.sharded_tensor.api
import time:       470 |        470 |                                         torch.distributed._shard.sharded_tensor._ops.misc_ops
import time:       366 |        366 |                                           torch.distributed._shard.sharded_tensor._ops._common
import time:       596 |        962 |                                         torch.distributed._shard.sharded_tensor._ops.tensor_ops
import time:       398 |        398 |                                           torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops
import time:       380 |        380 |                                           torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops._common
import time:       494 |       1271 |                                         torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops.embedding
import time:       440 |        440 |                                         torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops.embedding_bag
import time:       416 |        416 |                                         torch.distributed._shard.sharded_tensor._ops.binary_cmp
import time:       512 |        512 |                                         torch.distributed._shard.sharded_tensor._ops.init
import time:       477 |       4545 |                                       torch.distributed._shard.sharded_tensor._ops
import time:       445 |      14108 |                                     torch.distributed._shard.sharded_tensor
import time:       348 |        348 |                                     torch.distributed._shard.sharder
import time:       643 |        643 |                                       torch.distributed._shard.sharding_plan.api
import time:       376 |       1018 |                                     torch.distributed._shard.sharding_plan
import time:       467 |      15940 |                                   torch.distributed._shard.api
import time:       346 |      16286 |                                 torch.distributed._shard
import time:        30 |      16315 |                               torch.distributed._shard.sharded_tensor
import time:        25 |      16340 |                             torch.distributed._shard.sharded_tensor.api
import time:       482 |        482 |                             torch.distributed.fsdp._shard_utils
import time:       450 |      17271 |                           torch.distributed.fsdp._fsdp_extensions
import time:      1480 |      24171 |                         torch.distributed.fsdp._flat_param
import time:      1452 |       1452 |                           torch.distributed.fsdp._fully_shard._fsdp_api
import time:      1938 |       1938 |                             torch.distributed.fsdp._fully_shard._fsdp_common
import time:      1370 |       1370 |                                     torch.distributed._symmetric_memory
import time:      1337 |       1337 |                                     torch.distributed.fsdp._fully_shard._fsdp_param
import time:      1106 |       3813 |                                   torch.distributed.fsdp._fully_shard._fsdp_collectives
import time:       984 |       4797 |                                 torch.distributed.fsdp._fully_shard._fsdp_param_group
import time:       613 |       5410 |                               torch.distributed.fsdp._fully_shard._fsdp_state
import time:       520 |       5929 |                             torch.distributed.fsdp._fully_shard._fsdp_init
import time:       661 |       8526 |                           torch.distributed.fsdp._fully_shard._fully_shard
import time:       450 |      10427 |                         torch.distributed.fsdp._fully_shard
import time:       405 |        405 |                           torch.distributed.fsdp._traversal_utils
import time:       556 |        556 |                             torch.distributed.algorithms._comm_hooks.default_hooks
import time:       416 |        971 |                           torch.distributed.algorithms._comm_hooks
import time:       361 |        361 |                           torch.distributed.fsdp._dynamo_utils
import time:       638 |        638 |                             torch.distributed.fsdp._exec_order_utils
import time:       425 |        425 |                             torch.distributed.fsdp._limiter_utils
import time:       510 |        510 |                             torch.distributed.fsdp.wrap
import time:       548 |        548 |                                   torch.distributed.tensor.parallel.style
import time:       430 |        978 |                                 torch.distributed.tensor.parallel.api
import time:       553 |        553 |                                 torch.distributed.tensor.parallel.loss
import time:       446 |       1977 |                               torch.distributed.tensor.parallel
import time:       396 |        396 |                               torch.distributed.tensor.parallel._data_parallel_utils
import time:       559 |       2931 |                             torch.distributed.tensor.parallel.fsdp
import time:       432 |        432 |                             torchdistx
import time:       668 |       5603 |                           torch.distributed.fsdp._init_utils
import time:       773 |        773 |                           torch.distributed.fsdp._runtime_utils
import time:       439 |        439 |                           torch.distributed.fsdp._wrap_utils
import time:       397 |        397 |                               torch.cuda._pin_memory_utils
import time:       699 |       1095 |                             torch.distributed._state_dict_utils
import time:       546 |        546 |                             torch.distributed.fsdp._debug_utils
import time:      1874 |       3514 |                           torch.distributed.fsdp._optim_utils
import time:       552 |        552 |                             torch.distributed.fsdp._unshard_param_utils
import time:       608 |       1160 |                           torch.distributed.fsdp._state_dict_utils
import time:       893 |      14115 |                         torch.distributed.fsdp.fully_sharded_data_parallel
import time:       468 |      49180 |                       torch.distributed.fsdp
import time:       453 |        453 |                       torch.distributed._composable.fsdp.fully_shard
import time:       458 |      53028 |                     torch.distributed._composable.fsdp
import time:      2278 |      59869 |                   transformers.distributed.fsdp
import time:       539 |        539 |                   transformers.integrations.deepspeed
import time:      1465 |      61872 |                 transformers.integrations.accelerate
import time:       574 |        574 |                         transformers.utils.deprecation
import time:      6274 |       6847 |                       transformers.cache_utils
import time:      9467 |      16314 |                     transformers.modeling_outputs
import time:       488 |      16802 |                   transformers.distributed.pipeline_parallel
import time:       739 |      17540 |                 transformers.utils.loading_report
import time:      1107 |     928776 |               transformers.core_model_loading
import time:       616 |     929391 |             transformers.conversion_mapping
import time:       473 |        473 |             transformers.distributed.mixin
import time:       748 |        748 |               transformers.utils.output_capturing
import time:       516 |       1263 |             transformers.monkey_patching
import time:       746 |        746 |               transformers.modeling_flash_attention_utils
import time:       643 |        643 |               transformers.integrations.npu_flash_attention
import time:      1476 |       2864 |             transformers.integrations.flash_attention
import time:      1863 |       1863 |                       transformers.generation.continuous_batching.requests
import time:       515 |       2377 |                     transformers.generation.continuous_batching.cache_manager
import time:       575 |        575 |                     transformers.generation.continuous_batching.distributed
import time:       613 |        613 |                       transformers.generation.continuous_batching.utils
import time:       416 |       1029 |                     transformers.generation.continuous_batching.initialization
import time:       652 |       4631 |                   transformers.generation.continuous_batching.cache
import time:       414 |        414 |                     tqdm.contrib.logging
import time:       533 |        533 |                     transformers.generation.continuous_batching.cb_logits_processors
import time:       658 |        658 |                     transformers.generation.continuous_batching.input_outputs
import time:       498 |        498 |                     transformers.generation.continuous_batching.model_runner
import time:       461 |        461 |                       transformers.generation.continuous_batching.scheduler
import time:       482 |        943 |                     transformers.generation.continuous_batching.offloading_manager
import time:       799 |       3842 |                   transformers.generation.continuous_batching.continuous_api
import time:       388 |       8861 |                 transformers.generation.continuous_batching
import time:        14 |       8875 |               transformers.generation.continuous_batching.cache
import time:       324 |       9198 |             transformers.integrations.eager_paged
import time:       633 |        633 |               transformers.activations
import time:    502388 |     502388 |                         transformers.models
import time:      4393 |     506781 |                       transformers.models.auto
import time:      1396 |       1396 |                       transformers.models.auto.auto_mappings
import time:      1198 |     509374 |                     transformers.models.auto.configuration_auto
import time:       397 |        397 |                       transformers.quantizers.quantizers_utils
import time:       676 |       1072 |                     transformers.quantizers.base
import time:       756 |        756 |                     transformers.quantizers.quantizer_aqlm
import time:       418 |        418 |                     transformers.quantizers.quantizer_auto_round
import time:       362 |        362 |                     transformers.quantizers.quantizer_awq
import time:       407 |        407 |                     transformers.quantizers.quantizer_bitnet
import time:       439 |        439 |                     transformers.quantizers.quantizer_bnb_4bit
import time:       606 |        606 |                     transformers.quantizers.quantizer_bnb_8bit
import time:       451 |        451 |                       transformers.integrations.compressed_tensors
import time:       438 |        888 |                     transformers.quantizers.quantizer_compressed_tensors
import time:       446 |        446 |                     transformers.quantizers.quantizer_eetq
import time:       382 |        382 |                     transformers.quantizers.quantizer_fbgemm_fp8
import time:       422 |        422 |                     transformers.quantizers.quantizer_finegrained_fp8
import time:       393 |        393 |                     transformers.quantizers.quantizer_fouroversix
import time:       453 |        453 |                     transformers.quantizers.quantizer_fp_quant
import time:       334 |        334 |                     transformers.quantizers.quantizer_gemma
import time:       354 |        354 |                     transformers.quantizers.quantizer_gptq
import time:       428 |        428 |                     transformers.quantizers.quantizer_higgs
import time:      1089 |       1089 |                     transformers.quantizers.quantizer_hqq
import time:       460 |        460 |                     transformers.quantizers.quantizer_metal
import time:       439 |        439 |                     transformers.quantizers.quantizer_mxfp4
import time:       517 |        517 |                     transformers.quantizers.quantizer_nvfp4
import time:       693 |        693 |                     transformers.quantizers.quantizer_quanto
import time:       397 |        397 |                     transformers.quantizers.quantizer_quark
import time:       437 |        437 |                     transformers.quantizers.quantizer_sinq
import time:       780 |        780 |                     transformers.quantizers.quantizer_spqr
import time:       775 |        775 |                     transformers.quantizers.quantizer_torchao
import time:       348 |        348 |                     transformers.quantizers.quantizer_vptq
import time:       833 |     524290 |                   transformers.quantizers.auto
import time:       433 |     524722 |                 transformers.quantizers
import time:        14 |     524736 |               transformers.quantizers.quantizers_utils
import time:        65 |         65 |                       _lsprof
